id,name,nation,pos,born,club,league,Last_played,Tackles_defense,Challenges_defense,Blocks_defense,Total_passing,Short_passing,Medium_passing,Long_passing,Expected_passing,Standard_shooting,Expected_shooting,Playing Time_stats,Performance_stats,Expected_stats,Progression_stats,Per_90_Minute_stats,age,defense_ratings,passing_ratings,shooting_ratings,keeping_ratings,potential_ratings,pos_encoded,overall_ratings,Market_Value,Image_URL
2306,Mikel Oyarzabal,ESP,"FW,MF",1997,Real Sociedad,ESP-La Liga,2425,11.26666667,21.26785714,14.06349206,1696.642857,202.8571429,120.5238095,43.42222222,1.488095238,10.06238095,2.343333333,496.3761905,4.363095238,6.075,73.36507937,0.315380952,28,46.88,72.68008,72.61447702,10.7015112,79.48,5,78.61,35000000,https://img.a.transfermarkt.technology/portrait/header/351478-1599987229.jpg?lm=1
443,Moussa Diaby,FRA,"MF,DF",1999,Aston Villa,ENG-Premier League,2324,6.12,16.66333333,5.511111111,2417.442667,280.3288889,172.5888889,50.1,3.506666667,12.72872222,2.423733333,579.5266667,4.658333333,8.541666667,135.3777778,0.385066667,26,44.692,75.993866,92.80202272,11.00833076,85.95,8,85.29,35000000,https://img.a.transfermarkt.technology/portrait/header/395516-1642608355.jpg?lm=1
935,Nathan Aké,NED,DF,1995,Manchester City,ENG-Premier League,2425,10.99047619,24.68928571,10.92063492,5294.998095,405.7142857,383.4587302,59.62380952,0.314285714,3.903166667,0.49847619,396.2035714,0.773809524,1.421428571,38.65079365,0.067,30,75.484,74.67739,51.44396023,9.957284261,76.43,0,75.77,35000000,https://img.a.transfermarkt.technology/portrait/header/177476-1666733797.jpg?lm=1
2307,Nayef Aguerd,MAR,DF,1996,Real Sociedad,ESP-La Liga,2425,14.3047619,26.73809524,16.34920635,6148.546667,296.4650794,374.7714286,136.8920635,0.078571429,4.779444444,0.542857143,446.522619,1,1.582142857,24.36507937,0.072238095,29,79.242,70.64589,49.210637,12.02672254,80.3,0,80.12,35000000,https://img.a.transfermarkt.technology/portrait/header/361914-1659355782.jpg?lm=1
5926,Nicolás González,ARG,"FW,MF",1998,Juventus,ITA-Serie A,2425,10.07777778,17.36388889,11.51851852,1839.87,169.4888889,144.5185185,46.31851852,0.922222222,10.34726852,1.796555556,339.3236111,2.597222222,4.155555556,61.59259259,0.2975,27,41.186,74.60964,74.03972203,10.05834375,77.21,5,75.15,35000000,https://img.a.transfermarkt.technology/portrait/header/486031-1673442459.jpg?lm=1
1122,Rayan Aït-Nouri,ALG,"DF,MF",2001,Wolves,ENG-Premier League,2425,21.35,28.64166667,11.72222222,2763.216667,304.5652778,184.8347222,42.81527778,0.772916667,5.417991898,0.599958333,378.6645833,1.552083333,1.670833333,60.26388889,0.123666667,24,73.64,73.91841,60.23796153,10.11493156,84.03,2,78.95,35000000,https://img.a.transfermarkt.technology/portrait/header/578391-1695656762.jpg?lm=1
1072,Rodrigo Bentancur,URU,MF,1997,Tottenham,ENG-Premier League,2425,19.80952381,29.31190476,14.98412698,3992.786667,335.3650794,275.4031746,72.63650794,1.033333333,6.149404762,0.759809524,365.9630952,2.095238095,1.576190476,45.95238095,0.146095238,28,77.77,82.415924,58.85776098,9.414479294,81.04,7,81.24,35000000,https://img.a.transfermarkt.technology/portrait/header/354362-1596001806.jpg?lm=1
4446,Serge Gnabry,GER,"FW,MF",1995,Bayern Munich,GER-Bundesliga,2425,11.86666667,20.81190476,8.444444444,1880.785714,236.5666667,135.2857143,36.94444444,1.69047619,11.74880952,3.019809524,310.2107143,3.744047619,7.364285714,88.79365079,0.61447619,30,48.756,78.81559,85.98623374,9.899546653,82.58,5,82.28,35000000,https://img.a.transfermarkt.technology/portrait/header/159471-1712776387.jpg?lm=1
992,Valentino Livramento,ENG,"DF,FW",2002,Newcastle Utd,ENG-Premier League,2425,12.7,25.57291667,10.22222222,2779.633333,295.1055556,192.1555556,35.43333333,-0.05,5.196875,0.1455,328.5583333,0.166666667,0.445833333,51.44444444,0.025333333,23,74.57,69.86233,58.52494363,10.11701531,82.17,1,75.72,35000000,https://img.a.transfermarkt.technology/portrait/header/503981-1699383321.jpg?lm=1
1078,Yves Bissouma,MLI,MF,1996,Tottenham,ENG-Premier League,2425,28.95238095,32.3702381,13.49206349,4314.725714,384.3857143,294.7888889,69.86984127,0.230952381,6.03052381,0.333238095,422.8011905,1.220238095,0.835714286,48.20634921,0.048666667,29,76.626,76.94726,57.22620324,9.269094561,78.42,7,78.74,35000000,https://img.a.transfermarkt.technology/portrait/header/410425-1665607355.jpg?lm=1
768,Adam Wharton,ENG,MF,2004,Crystal Palace,ENG-Premier League,2425,15.2,27.71666667,6.444444444,1845.713333,130.9,143.5111111,53.61111111,0.35,6.677777778,0.006,220.0166667,0.333333333,0.783333333,27.88888889,0.066666667,21,73.582,75.82209,61.16184782,9.981431297,84.17,7,77.92,32000000,https://img.a.transfermarkt.technology/portrait/header/744149-1716297290.jpg?lm=1
4745,Angelo Stiller,GER,MF,2001,Stuttgart,GER-Bundesliga,2425,14.75,20.628125,11.66666667,5636.4475,425.3791667,374.2875,94.8,1.7375,5.141875,0.164,370.759375,1.171875,1.94375,60.83333333,0.112125,24,72.664,83.06589,61.41705392,10.24835962,82.75,7,79.39,32000000,https://img.a.transfermarkt.technology/portrait/header/443710-1723707618.jpg?lm=1
5892,Davide Frattesi,ITA,MF,1999,Inter,ITA-Serie A,2425,9.933333333,20.78333333,7.666666667,1432.056667,150.8777778,115.1444444,43.57222222,0.775,8.087222222,2.098333333,303.0166667,2.5,4.225,38.94444444,0.4285,26,64.406,80.85535,64.74344257,9.89739255,83.34,7,81.08,32000000,https://img.a.transfermarkt.technology/portrait/header/394300-1730126974.jpg?lm=1
824,Emile Smith Rowe,ENG,MF,2000,Fulham,ENG-Premier League,2425,5.39047619,15.29880952,4.698412698,1297.24381,174.3222222,108.4492063,25.73809524,0.883333333,5.568402778,0.595071429,193.6190476,1.011904762,1.820238095,37.98412698,0.284571429,25,46.368,75.6024,61.93236489,10.49884601,80.02,7,77.13,32000000,https://img.a.transfermarkt.technology/portrait/header/392765-1684164628.jpg?lm=1
720,Georginio Rutter,FRA,"FW,MF",2002,Brighton,ENG-Premier League,2425,6.622222222,16.77777778,6.296296296,440.6,66.80740741,49,31.65185185,0.7,6.315185185,0.774888889,192.3861111,1.180555556,2.083333333,31.77777778,0.231777778,23,52.186,74.60247,62.18013034,10.21152281,82.9,5,77.36,32000000,https://img.a.transfermarkt.technology/portrait/header/538977-1727785742.jpg?lm=1
640,Ian Maatsen,NED,"FW,MF",2002,Aston Villa,ENG-Premier League,2425,7.6,16.33125,5.666666667,1770.06,174.2833333,131.4833333,39.84166667,0.525,4.9475,0.215,156.09375,0.75,0.95625,29.33333333,0.159,23,61.702,72.798065,59.18775852,9.732341337,77.92,5,71.57,32000000,https://img.a.transfermarkt.technology/portrait/header/485585-1704795222.jpg?lm=1
641,Jacob Ramsey,ENG,MF,2001,Aston Villa,ENG-Premier League,2425,13.42,23.545,13.2,1455.596,193,108.3,35.64333333,1.045,5.998666667,0.7806,323.3875,1.5875,2.6575,54.4,0.1898,24,68.528,72.182846,63.05313677,10.44297797,81.43,7,77.06,32000000,https://img.a.transfermarkt.technology/portrait/header/503749-1687975464.jpg?lm=1
725,Jan Paul van Hecke,NED,DF,2000,Brighton,ENG-Premier League,2425,16.63333333,30.83333333,20.77777778,8157.066667,415.4611111,562.4388889,124.5611111,0.308333333,4.300694444,0.023333333,459.9833333,0.583333333,1.0625,56.38888889,0.043666667,25,77.034,69.693565,54.90996167,10.18124507,81.03,0,77.07,32000000,https://img.a.transfermarkt.technology/portrait/header/576314-1673362272.jpg?lm=1
1090,Jean-Clair Todibo,FRA,DF,1999,West Ham,ENG-Premier League,2425,18.575,31.95,13.38888889,5794.985833,300.9194444,420.1763889,96.46388889,0.220833333,3.396770833,0.080875,385.8760417,0.5,0.494791667,30.20833333,0.023791667,26,75.916,68.45193,48.47296892,12.39419586,81.87,0,78.77,32000000,https://img.a.transfermarkt.technology/portrait/header/605184-1699439806.jpg?lm=1
5302,Jerdy Schouten,NED,MF,1997,Bologna,ITA-Serie A,2223,27,32.675,23.44444444,5324.416667,420.6444444,346.8111111,96.34444444,0.541666667,5.337222222,0.141333333,588.6041667,1.166666667,0.941666667,55.16666667,0.041833333,28,77.534,72.77839,52.92202606,10.99118293,79.25,7,78.74,32000000,https://img.a.transfermarkt.technology/portrait/header/347900-1718013852.jpg?lm=1
783,Joachim Andersen,DEN,DF,1996,Crystal Palace,ENG-Premier League,2425,12.49333333,24.45416667,10.93333333,6464.392,220.4833333,418.5311111,168.0044444,0.276666667,6.316178571,0.266266667,442.6625,0.966666667,1.015833333,29.31111111,0.041533333,29,78.808,78.09175,53.80320423,11.78451307,79.48,0,80.15,32000000,https://img.a.transfermarkt.technology/portrait/header/260827-1668183482.jpg?lm=1
928,John Stones,ENG,DF,1994,Manchester City,ENG-Premier League,2425,5.866666667,18.06309524,7.650793651,4611.36,328.8984127,330.5380952,77.1047619,0.230952381,6.393928571,0.738952381,311.6392857,0.922619048,0.830952381,33.77777778,0.111571429,31,79.242,80.08137,57.37806356,9.595323537,80.75,0,83.47,32000000,https://img.a.transfermarkt.technology/portrait/header/186590-1684764261.jpg?lm=1
1776,Lucas,BRA,DF,2001,Cádiz,ESP-La Liga,2324,24.2,42.05,18,2994.34,250.2,197.7333333,68.86666667,0.05,6.509166667,0.414,399.775,1.125,1.55,47.33333333,0.077,24,74.644,68.96918,59.69072821,9.275638917,80.8,0,75.25,32000000,https://img.a.transfermarkt.technology/portrait/header/281963-1667830435.jpg?lm=1
3612,Lucas Hernández,FRA,DF,1996,Paris S-G,FRA-Ligue 1,2425,13.80952381,27.7952381,7.365079365,3949.766667,253.1984127,293.8777778,70.76031746,0.311904762,4.077400794,0.139619048,256.3511905,0.636904762,0.625,34.63492063,0.039428571,29,69.108,76.96946,54.77528822,9.364391175,73.61,0,73.41,32000000,https://img.a.transfermarkt.technology/portrait/header/281963-1667830435.jpg?lm=1
4707,Lutsharel Geertruida,NED,DF,2000,RB Leipzig,GER-Bundesliga,2425,11,21.225,5.333333333,2976.28,221.3333333,220.5,54.7,0.05,3.198333333,0.438,243.6,0.5,0.95,29,0.088,25,74.746,73.77792,51.71686372,9.889380928,82.51,0,78.67,32000000,https://img.a.transfermarkt.technology/portrait/header/420210-1729520430.jpg?lm=1
962,Mason Mount,ENG,"MF,FW",1999,Manchester Utd,ENG-Premier League,2425,13.57333333,24.60833333,9.822222222,1980.292,219.2844444,125.9177778,51.09333333,0.576666667,8.078888889,0.844933333,292.505,1.475,2.46,61.08888889,0.144266667,26,65.492,79.76941,69.64233409,11.0997569,81.11,9,78.37,32000000,https://img.a.transfermarkt.technology/portrait/header/346483-1683291495.jpg?lm=1
5948,Mattéo Guendouzi,FRA,MF,1999,Lazio,ITA-Serie A,2425,12.07692308,23.90769231,10.76923077,4228.87,291.5897436,298.1333333,84.57564103,1.015384615,7.393141026,0.451923077,428.9846154,1.384615385,1.774038462,73.65384615,0.287923077,26,63.116,76.83487,67.20483701,10.59883774,81.68,7,78.34,32000000,https://img.a.transfermarkt.technology/portrait/header/465830-1730125468.jpg?lm=1
964,Noussair Mazraoui,MAR,DF,1997,Manchester Utd,ENG-Premier League,2425,26.4,35.525,11.55555556,4075.526667,402.8666667,265.3166667,50.78333333,1.341666667,4.676388889,0.081,387.6541667,0.791666667,1.1125,60.5,0.097,28,73.832,72.42906,58.78837286,10.08793817,78.03,0,77.12,32000000,https://img.a.transfermarkt.technology/portrait/header/340456-1700207898.jpg?lm=1
629,Takehiro Tomiyasu,JPN,DF,1998,Arsenal,ENG-Premier League,2425,10.26666667,23.655,7.511111111,2513.897333,202.4044444,185.7733333,46.54,0.363333333,2.974796296,0.370533333,252.2733333,0.775,0.855,35.6,0.3832,27,73.36,70.148,53.18555979,10.59186933,78.1,0,77.39,32000000,https://img.a.transfermarkt.technology/portrait/header/331560-1682591217.jpg?lm=1
5691,Éderson,BRA,MF,1999,Atalanta,ITA-Serie A,2425,28.83333333,37.98333333,24.22222222,6303.286667,368.5055556,448.4333333,117.9611111,0.833333333,8.340833333,1.485666667,596.575,2.041666667,3.170833333,80.22222222,0.1285,26,75.966,75.81362,64.79772373,9.98337005,82.95,7,79.5,30000000,https://img.a.transfermarkt.technology/portrait/header/238223-1713391842.jpg?lm=1
3490,Aleksandr Golovin,RUS,"MF,FW",1996,Monaco,FRA-Ligue 1,2425,22.40952381,33.00357143,17.14285714,3393.4,285.1761905,202.0603175,93.55873016,2.502380952,10.41325397,2.000380952,454.7357143,3.589285714,4.710714286,103.2698413,0.318666667,29,65.672,78.82028,79.85429318,10.30479695,79.89,9,79.75,30000000,https://img.a.transfermarkt.technology/portrait/header/263918-1614091807.jpg?lm=1
6082,Artem Dovbyk,UKR,FW,1997,Roma,ITA-Serie A,2425,1.8,1,4.888888889,752.8733333,149.5888889,64.12222222,34.47777778,1.283333333,12.54611111,4.639333333,513.075,6.583333333,10.33333333,51.33333333,0.492666667,28,36.56,73.74836,73.8269457,10.54065729,82.89,3,82.47,30000000,https://img.a.transfermarkt.technology/portrait/header/343537-1719215184.jpg?lm=1
741,Axel Disasi,FRA,DF,1998,Chelsea,ENG-Premier League,2425,12.01904762,26.43095238,14.98412698,6435.432381,337.7269841,466.5587302,109.2539683,0.45,5.622309524,0.7712,485.9666667,1.291666667,1.630952381,43.80952381,0.093333333,27,77.154,64.472565,53.6344402,9.67715658,79.41,0,76.41,30000000,https://img.a.transfermarkt.technology/portrait/header/386047-1727785671.jpg?lm=1
870,Bilal El Khannouss,MAR,MF,2004,Leicester City,ENG-Premier League,2425,14.6,20.575,8.666666667,2056.28,176.9,137.8666667,68.46666667,0.3,5.5425,0.808,285.05,1.125,1.275,44.33333333,0.151,21,50.76,77.74735,58.88487927,9.76010368,84.66,7,75.66,30000000,https://img.a.transfermarkt.technology/portrait/header/654982-1714038053.png?lm=1
2351,Cristhian Mosquera,ESP,DF,2004,Valencia,ESP-La Liga,2425,16.4,27.40416667,16.77777778,5390.013333,271.5166667,409.1833333,95.42777778,0.058333333,3.510416667,0.014,513.8625,0.395833333,0.275,24.5,0.012666667,21,72.384,62.795994,43.72173864,19.92848167,82.99,0,72.76,30000000,https://img.a.transfermarkt.technology/portrait/header/646750-1644238478.jpg?lm=1
3494,Denis Zakaria,SUI,MF,1996,Monaco,FRA-Ligue 1,2425,12.824,23.62,12.77333333,2519.3008,212.624,188.5666667,51.03066667,0.384,5.601686667,0.807466667,304.063,1.48,1.37,28.45333333,0.10388,29,77.186,75.46432,55.17837878,8.998170943,79.2,7,80.18,30000000,https://img.a.transfermarkt.technology/portrait/header/334526-1667990520.jpg?lm=1
922,Ederson,BRA,GK,1993,Manchester City,ENG-Premier League,2425,0.666666667,8.392857143,0,7356.919048,165.7809524,346.7238095,197.068254,0.397619048,0,0,663.425,0.678571429,0.130952381,0.507936508,0.018142857,32,19.464,50.747334,26.05774508,74.56274229,83.81,6,81.03,30000000,https://img.a.transfermarkt.technology/portrait/header/238223-1713391842.jpg?lm=1
1086,Edson Álvarez,MEX,MF,1997,West Ham,ENG-Premier League,2425,24.86666667,33.25,21.55555556,3532.533333,281.5777778,239.3666667,74.74444444,0.5,4.394444444,0.142666667,417.8166667,1.583333333,0.841666667,33.66666667,0.049333333,28,78.654,73.38028,51.01157469,9.295149179,79.27,7,78.84,30000000,https://img.a.transfermarkt.technology/portrait/header/401356-1698343328.jpeg?lm=1
3495,Eliesse Ben Seghir,MAR,"FW,MF",2005,Monaco,FRA-Ligue 1,2425,9.333333333,20.01666667,7.666666667,1498.04,185.4555556,114.6833333,30.88888889,0.758333333,8.943333333,1.347333333,242.3375,2.125,2.925,66.38888889,0.342833333,20,49.638,69.228935,74.10595869,10.32251673,84.68,5,74.62,30000000,https://img.a.transfermarkt.technology/portrait/header/810895-1682691420.jpg?lm=1
612,Ethan Nwaneri,ENG,FW,2007,Arsenal,ENG-Premier League,2425,1,5.325,2,267.265,53.69444444,41.93611111,21.6,0.025,6.3075,0.612,40.25,0.625,0.2625,8.722222222,0.2475,18,43.228,67.87543,59.66332419,9.977148796,84.18,3,70.54,30000000,https://img.a.transfermarkt.technology/portrait/header/890719-1730794927.jpg?lm=1
719,Ferdi Kadioglu,TUR,"DF,MF",1999,Brighton,ENG-Premier League,2425,5.2,17.5,1.333333333,694.26,81.33333333,72.46666667,29.1,0.05,4.043333333,0.422,100.075,0.5,0.4,14.33333333,0.144,26,65.338,72.184395,54.19722597,9.926488852,81.38,2,80.09,30000000,https://img.a.transfermarkt.technology/portrait/header/369316-1724792538.jpg?lm=1
5671,Gianluca Scamacca,ITA,FW,1999,Atalanta,ITA-Serie A,2425,4.3,19.14666667,3.2,647.454,83.29666667,54.86666667,40.41666667,0.565,11.54608333,1.9798,197.6575,2.525,3.17,32.36666667,0.4921,26,35.772,71.566895,73.53305709,9.994466491,81.03,3,78.68,30000000,https://img.a.transfermarkt.technology/portrait/header/315867-1659354755.jpg?lm=1
4367,Hiroki Ito,JPN,DF,1999,Stuttgart,GER-Bundesliga,2324,14.73333333,25.83333333,21.33333333,9550.313333,580.9555556,597.0888889,167.1888889,1.083333333,6.387777778,0.142666667,604.675,0.833333333,1.666666667,64.44444444,0.062333333,26,78.694,74.75183,57.91898347,10.6999802,82.36,0,79.13,30000000,https://img.a.transfermarkt.technology/portrait/header/353892-1657181215.jpg?lm=1
5674,Isak Hien,SWE,DF,1999,Atalanta,ITA-Serie A,2425,15.6,26.903125,11.83333333,3327.96,138.2041667,272.6166667,74.19583333,0.14375,4.300208333,0.02225,330.834375,0.59375,0.346875,11.70833333,0.0215,26,77.9,57.089962,48.26452816,15.14018835,81.8,0,78.18,30000000,https://img.a.transfermarkt.technology/portrait/header/503075-1725531359.jpg?lm=1
747,Jadon Sancho,ENG,"FW,MF",2000,Chelsea,ENG-Premier League,2425,4.838461538,13.78461538,7.205128205,2147.91,282.4397436,138.8910256,42.15641026,2.261538462,7.37153312,1.787217949,313.8692308,2.971153846,4.127884615,97.96153846,0.302192308,25,40.686,75.85369,75.3462325,9.656900665,82.76,5,78.76,30000000,https://img.a.transfermarkt.technology/portrait/header/401173-1688564217.jpg?lm=1
749,João Félix,POR,"FW,MF",1999,Chelsea,ENG-Premier League,2425,5.191304348,17.70869565,2.550724638,1023.92087,144.5173913,78.21304348,34.3884058,0.636956522,8.520833333,1.34573913,255.7277778,2.569444444,4.476388889,55.25925926,0.447611111,26,41.1,71.97592,72.87147638,9.504925526,81.83,5,80.02,30000000,https://img.a.transfermarkt.technology/portrait/header/462250-1668165358.jpg?lm=1
4658,Jonathan Tah,GER,DF,1996,Leverkusen,GER-Bundesliga,2425,11.1047619,22.38333333,16.12698413,9011.667619,488.9079365,637.5873016,126.9714286,0.495238095,5.341388889,0.815333333,580.4107143,1.369047619,0.939285714,42.31746032,0.056428571,29,78.49,77.80915,48.77767224,11.80543536,77.76,0,77.93,30000000,https://img.a.transfermarkt.technology/portrait/header/196357-1695367765.jpg?lm=1
621,Leandro Trossard,BEL,"FW,MF",1994,Arsenal,ENG-Premier League,2425,10.41111111,18.16388889,14.51851852,2177.906667,198.1,154.7666667,58.18703704,1.813888889,9.782453704,2.399888889,401.2458333,3.486111111,5.273611111,90.40740741,0.402,31,35.356,79.9365,77.20821743,9.77219827,81.95,5,82.77,30000000,https://img.a.transfermarkt.technology/portrait/header/144028-1702412939.jpg?lm=1
3611,Lucas Beraldo,BRA,DF,2003,Paris S-G,FRA-Ligue 1,2425,12.13333333,24.53333333,6.444444444,5096.253333,304.6333333,385.0444444,73.66666667,0.133333333,6.314166667,0.425333333,274.0333333,1,0.583333333,23.66666667,0.060666667,22,74.516,69.69354,56.49561695,9.773544422,83.48,0,76.46,30000000,https://img.a.transfermarkt.technology/portrait/header/872171-1715107660.jpg?lm=1
3426,Lucas Chevalier,FRA,GK,2001,Lille,FRA-Ligue 1,2425,1.166666667,20.3375,0.333333333,5863.396667,159.0555556,257.15,186.5777778,-0.108333333,0,0,612.1666667,0.0625,0.191666667,0.222222222,0.0055,24,14.66,31.461983,27.5165089,76.00084243,86.85,6,81.73,30000000,https://img.a.transfermarkt.technology/portrait/header/463600-1708342501.jpg?lm=1
1990,Marc Casado,ESP,MF,2003,Barcelona,ESP-La Liga,2425,12.06666667,26.83333333,7.111111111,2936,277.9555556,219.0888889,57.84444444,1.1,2.695,0.014,236.95,0.916666667,0.9,28,0.074,22,70.136,73.027885,51.51309868,9.291881939,80.98,7,73.36,30000000,https://img.a.transfermarkt.technology/portrait/header/636695-1729771427.jpg?lm=1
753,Marc Cucurella,ESP,"MF,FW",1998,Chelsea,ENG-Premier League,2425,29.5047619,38.52261905,24.28571429,4379.453333,418.8555556,296.2428571,65.86349206,1.061904762,5.277880952,0.477714286,547.4238095,1.928571429,1.916666667,74.46031746,0.08852381,27,76.88,72.75944,58.58626268,10.05528712,80.77,9,78.9,30000000,https://img.a.transfermarkt.technology/portrait/header/284857-1659559729.jpg?lm=1
4442,Mathys Tel,FRA,FW,2005,Bayern Munich,GER-Bundesliga,2425,2.533333333,21.22708333,3,791.1766667,101.7111111,81.23888889,31.96111111,1.25,7.966111111,1.284,143.6,1.854166667,2.0375,34.27777778,0.422833333,20,40.562,75.44793,67.11890358,10.4449233,84.27,3,75.28,30000000,https://img.a.transfermarkt.technology/portrait/header/801734-1700040486.jpg?lm=1
733,Mats Wieffer,NED,MF,1999,Brighton,ENG-Premier League,2425,10.2,19.5,6.666666667,1366.84,121.7666667,119.6,41.33333333,0.3,5.086666667,0.418,123.3,0.875,0.65,15.66666667,0.199,26,71.172,77.298904,56.76986278,9.949268689,81.27,7,78.95,30000000,https://img.a.transfermarkt.technology/portrait/header/415381-1673869834.jpg?lm=1
4488,Maximilian Beier,GER,FW,2002,Dortmund,GER-Bundesliga,2425,7.36,14.4825,7.533333333,654.7013333,111.3588889,63.50111111,27.71333333,0.48,9.493944444,2.595333333,293.5175,2.7875,4.3775,45.16666667,0.321,23,39.202,66.00372,68.22901581,10.07904436,84.18,3,77.89,30000000,https://img.a.transfermarkt.technology/portrait/header/578392-1733829348.jpg?lm=1
5822,Moise Kean,ITA,FW,2000,Fiorentina,ITA-Serie A,2425,3.333333333,12.99270833,3.166666667,454.6175,77.34583333,51.83333333,30.52361111,0.064583333,9.383802083,2.695333333,272.6729167,2.942708333,5.001041667,32.43055556,0.38075,25,37.926,57.02948,66.6937208,10.2012724,82.2,3,78.45,30000000,https://img.a.transfermarkt.technology/portrait/header/364135-1725532147.jpg?lm=1
756,Mykhailo Mudryk,UKR,"FW,MF",2001,Chelsea,ENG-Premier League,2425,5.233333333,14.18958333,4.888888889,746.9866667,104.4388889,58.26666667,28.50555556,0.25,8.8,0.704666667,185.5583333,1.104166667,2.445833333,39.55555556,0.259666667,24,43.016,68.85638,70.5907068,10.69867458,81.7,5,75.22,30000000,Player not found
5685,Odilon Kossounou,CIV,DF,2001,Atalanta,ITA-Serie A,2425,10.1,21.44583333,12.22222222,3683.563333,288.8222222,258.5444444,66.66666667,0.283333333,5.569861111,0.152,315.4208333,0.416666667,0.5,38.33333333,0.031833333,24,78.218,69.379776,57.12717324,10.0701124,83.93,0,79.63,30000000,https://img.a.transfermarkt.technology/portrait/header/644771-1730183693.jpg?lm=1
625,Oleksandr Zinchenko,UKR,DF,1996,Arsenal,ENG-Premier League,2425,14.39047619,26.73809524,8.984126984,4768.598095,405.2984127,331.1714286,70.18730159,0.676190476,4.46747619,0.180190476,329.4892857,0.619047619,1.048809524,75.11111111,0.058,29,75.122,80.99079,62.54743309,11.42657709,77.96,0,78.14,30000000,https://img.a.transfermarkt.technology/portrait/header/203853-1688658681.jpg?lm=1
735,Pervis Estupiñán,ECU,DF,1998,Brighton,ENG-Premier League,2425,21.85333333,32.85,10.71111111,4217.116,420.5111111,265.3755556,66.46,0.91,6.5785,0.332266667,438.665,1.358333333,2.255,86.95555556,0.1244,27,70.512,74.6734,68.30420681,10.95380268,80.8,0,78.84,30000000,https://img.a.transfermarkt.technology/portrait/header/349599-1668498118.jpg?lm=1
3619,Randal Kolo Muani,FRA,FW,1998,Paris S-G,FRA-Ligue 1,2425,3.758333333,9.174652778,3.444444444,566.8725,98.04444444,55.2,24.94055556,1.064583333,8.625173611,2.01225,242.115625,2.723958333,4.54375,43.16666667,0.603125,27,35.62,71.669044,69.78572863,9.743320218,82.34,3,81.23,30000000,https://img.a.transfermarkt.technology/portrait/header/487969-1718697120.jpg?lm=1
3454,Rayan Cherki,FRA,"MF,FW",2003,Lyon,FRA-Ligue 1,2425,7.013333333,18.39333333,4.622222222,2827.509333,242.86,183.8466667,74.71111111,2.84,8.976055556,0.8972,328.3333333,2.15,4.755,106.8666667,0.344466667,22,31.536,77.33617,83.85717268,9.474736093,86.04,9,79.81,30000000,https://img.a.transfermarkt.technology/portrait/header/607223-1672831487.jpg?lm=1
760,Reece James,ENG,DF,1999,Chelsea,ENG-Premier League,2425,11.78666667,23.09166667,8.8,3143.296,263.9222222,221.42,64.60444444,0.593333333,5.385166667,0.275066667,238.4383333,0.825,1.313333333,50.35555556,0.155333333,26,74.432,81.33299,62.55657906,10.51838608,81.48,0,80.63,30000000,https://img.a.transfermarkt.technology/portrait/header/472423-1683900849.jpg?lm=1
1071,Richarlison,BRA,"FW,MF",1997,Tottenham,ENG-Premier League,2425,13.47619048,19.14595238,12.82539683,1082.273333,140.7412698,89.24603175,33.82380952,0.871428571,10.94853175,2.496,378.102381,3.416666667,5.589285714,61.98412698,0.454380952,28,49.702,70.4047,75.03357007,9.819993968,79.78,5,78.7,30000000,https://img.a.transfermarkt.technology/portrait/header/378710-1665608231.jpg?lm=1
736,Simon Adingra,CIV,FW,2002,Brighton,ENG-Premier League,2425,12,22.31666667,9.555555556,1209.833333,173.4555556,95.03333333,29.04444444,0.666666667,7.674722222,1.352,296.325,1.625,2.741666667,72.33333333,0.270333333,23,39.876,70.04096,70.34699024,10.93025949,83.15,3,76.08,30000000,https://img.a.transfermarkt.technology/portrait/header/658536-1666292606.jpg?lm=1
767,Wesley Fofana,FRA,DF,2000,Chelsea,ENG-Premier League,2425,10.51818182,21.86931818,7.757575758,2919.621818,192.7272727,244.2560606,50.37878788,0.009090909,3.065858586,0.131893939,245.0852273,0.545454545,0.430681818,17.84848485,0.028727273,25,76.658,66.634186,48.95304647,11.217535,81.57,0,78.17,30000000,https://img.a.transfermarkt.technology/portrait/header/475411-1683899212.jpg?lm=1
5910,Yann Aurel Bisseck,GER,DF,2000,Inter,ITA-Serie A,2425,5.866666667,23.675,6.666666667,3164.76,212.6777778,272.6888889,53.16666667,0.45,3.81,0.555333333,224.3166667,0.916666667,1.225,28.88888889,0.148333333,25,70.662,68.33527,53.92807552,9.615024269,81.49,0,76.79,30000000,https://img.a.transfermarkt.technology/portrait/header/441986-1687762536.jpg?lm=1
655,Youri Tielemans,BEL,MF,1997,Aston Villa,ENG-Premier League,2425,29.00909091,39.35,18.6969697,5840.832727,426.9075758,379.9090909,120.8606061,1.868181818,8.07094697,1.002909091,567.6670455,2.653409091,3.275,85.43939394,0.1785,28,71.696,85.39581,67.61917305,10.17235741,82.66,7,82.7,30000000,https://img.a.transfermarkt.technology/portrait/header/249565-1716886438.jpg?lm=1
6006,Youssouf Fofana,FRA,MF,1999,Milan,ITA-Serie A,2425,28.05217391,38.47826087,19.44927536,5218.873043,364.6043478,351.8811594,99.34202899,1.367391304,7.30673913,0.672869565,543.8869565,1.902173913,2.833695652,85.26086957,0.133478261,26,77.458,77.5187,66.58914037,10.15971536,84.39,7,81.57,30000000,https://img.a.transfermarkt.technology/portrait/header/569598-1725528517.jpg?lm=1
